[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 4    5            ascii   Rich
2    0x000001d8 0x000001d8 5    6            ascii   .text
3    0x000001ff 0x000001ff 7    8            ascii   `.rdata
4    0x00000227 0x00000227 6    7            ascii   @.data
5    0x00000250 0x00000250 5    6            ascii   .rsrc
6    0x00001111 0x00401111 4    5    .text   ascii   L$h3
7    0x00001145 0x00401145 4    5    .text   ascii   L$\b;
8    0x0000115c 0x0040115c 4    5    .text   ascii   h 0@
9    0x00001182 0x00401182 6    8    .text   utf8    L$\b0\bÐ blocks=Basic Latin,Latin-1 Supplement
10   0x0000119c 0x0040119c 4    5    .text   ascii   h 0@
11   0x000011dd 0x004011dd 4    5    .text   ascii   h 0@
12   0x00001203 0x00401203 6    7    .text   ascii   L$\bPQj
13   0x00001214 0x00401214 4    5    .text   ascii   t#Vj
14   0x00001253 0x00401253 5    6    .text   ascii   L$\fUQ
15   0x00001262 0x00401262 4    5    .text   ascii   tFVW
16   0x0000126b 0x0040126b 5    7    .text   utf8    T$\f3Ɋ blocks=Basic Latin,Latin Extended-B
17   0x00001274 0x00401274 4    5    .text   ascii   4:<(
18   0x00001284 0x00401284 5    6    .text   ascii   t\vj(V
19   0x00001292 0x00401292 6    7    .text   ascii   D$\fU@P
20   0x000012a8 0x004012a8 5    7    .text   utf8    _^]YÐ blocks=Basic Latin,Latin-1 Supplement
21   0x000012b5 0x004012b5 4    5    .text   ascii   4SVW
22   0x00001308 0x00401308 4    5    .text   ascii   h 0@
23   0x00001355 0x00401355 4    5    .text   ascii   h 0@
24   0x00001378 0x00401378 6    7    .text   ascii   VRh(0@
25   0x0000144c 0x0040144c 4    5    .text   ascii   h 0@
26   0x000015f6 0x004015f6 5    11   .text   utf16le @jjh\b
27   0x00001603 0x00401603 4    6    .text   utf8    ӋD$\f blocks=Cyrillic,Basic Latin
28   0x00001640 0x00401640 4    5    .text   ascii   V Qj
29   0x00001653 0x00401653 4    5    .text   ascii   L$\f_
30   0x000016c2 0x004016c2 4    5    .text   ascii   L$`d
31   0x000016d8 0x004016d8 4    5    .text   ascii   L$`d
32   0x00001727 0x00401727 4    5    .text   ascii   Pj'Q
33   0x00001747 0x00401747 5    6    .text   ascii   T$\fRP
34   0x000017e1 0x004017e1 4    5    .text   ascii   %x!@
35   0x000017e7 0x004017e7 4    5    .text   ascii   %l!@
36   0x000017ed 0x004017ed 4    5    .text   ascii   %h!@
37   0x000017f3 0x004017f3 4    5    .text   ascii   %d!@
38   0x000017f9 0x004017f9 4    5    .text   ascii   %`!@
39   0x000017ff 0x004017ff 4    5    .text   ascii   %\!@
40   0x00001805 0x00401805 4    5    .text   ascii   %X!@
41   0x00001811 0x00401811 4    5    .text   ascii   %$ @
42   0x00001817 0x00401817 4    5    .text   ascii   %( @
43   0x0000181d 0x0040181d 4    5    .text   ascii   %, @
44   0x00001823 0x00401823 4    5    .text   ascii   %0 @
45   0x00001829 0x00401829 4    5    .text   ascii   %4 @
46   0x0000182f 0x0040182f 4    5    .text   ascii   %8 @
47   0x00001835 0x00401835 4    5    .text   ascii   %< @
48   0x0000183b 0x0040183b 4    5    .text   ascii   %@ @
49   0x00001841 0x00401841 4    5    .text   ascii   %D @
50   0x00001847 0x00401847 4    5    .text   ascii   %H @
51   0x0000184d 0x0040184d 4    5    .text   ascii   %L @
52   0x00001853 0x00401853 4    5    .text   ascii   %P @
53   0x00001859 0x00401859 4    5    .text   ascii   %T @
54   0x0000185f 0x0040185f 4    5    .text   ascii   %X @
55   0x00001865 0x00401865 4    5    .text   ascii   %\ @
56   0x0000186b 0x0040186b 4    5    .text   ascii   %` @
57   0x00001871 0x00401871 4    5    .text   ascii   %d @
58   0x00001877 0x00401877 4    5    .text   ascii   %h @
59   0x0000187d 0x0040187d 4    5    .text   ascii   %l @
60   0x00001883 0x00401883 4    5    .text   ascii   %p @
61   0x00001889 0x00401889 4    5    .text   ascii   %t @
62   0x0000188f 0x0040188f 4    5    .text   ascii   %x @
63   0x00001895 0x00401895 4    5    .text   ascii   %| @
64   0x000018f5 0x004018f5 4    5    .text   ascii   %t!@
65   0x00001967 0x00401967 4    5    .text   ascii   %\b!@
66   0x0000196d 0x0040196d 4    5    .text   ascii   %\f!@
67   0x0000198b 0x0040198b 4    5    .text   ascii   % !@
68   0x00001991 0x00401991 4    5    .text   ascii   %$!@
69   0x00001997 0x00401997 4    5    .text   ascii   %(!@
70   0x0000199d 0x0040199d 4    5    .text   ascii   %,!@
71   0x000019a3 0x004019a3 4    5    .text   ascii   %4!@
72   0x000019a9 0x004019a9 4    5    .text   ascii   %8!@
73   0x000019af 0x004019af 4    5    .text   ascii   %<!@
74   0x000019b5 0x004019b5 4    5    .text   ascii   %@!@
75   0x000019bb 0x004019bb 4    5    .text   ascii   %D!@
76   0x000019c1 0x004019c1 4    5    .text   ascii   %H!@
77   0x000019c7 0x004019c7 4    5    .text   ascii   %L!@
78   0x000019cd 0x004019cd 4    5    .text   ascii   %P!@
79   0x000019d3 0x004019d3 4    5    .text   ascii   %T!@
80   0x000019d9 0x004019d9 4    5    .text   ascii   =01@
81   0x000019ed 0x004019ed 4    5    .text   ascii   h,1@
82   0x000019f2 0x004019f2 4    5    .text   ascii   h01@
83   0x00001a25 0x00401a25 4    5    .text   ascii   h(%@
84   0x00001a3f 0x00401a3f 4    5    .text   ascii   hSVW
85   0x00001a55 0x00401a55 4    5    .text   ascii   \r,1@
86   0x00001a5c 0x00401a5c 4    5    .text   ascii   \r01@
87   0x00001a69 0x00401a69 4    5    .text   ascii   \r 1@
88   0x00001adb 0x00401adb 4    5    .text   ascii   h\f0@
89   0x00001af8 0x00401af8 5    6    .text   ascii   >"u:F
90   0x00001b41 0x00401b41 7    8    .text   ascii   j\nXPVSS
91   0x00001b6f 0x00401b6f 4    6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
