[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c1 0x000000c1 5   8            utf8    ^ٕ)^ؕ blocks=Basic Latin,Arabic
2    0x000000e5 0x000000e5 6   8            utf8    ^ؕRich blocks=Basic Latin,Arabic
3    0x000001f0 0x000001f0 5   6            ascii   .text
4    0x00000217 0x00000217 7   8            ascii   `.rdata
5    0x0000023f 0x0000023f 6   7            ascii   @.data
6    0x00000268 0x00000268 5   6            ascii   .rsrc
7    0x0000028f 0x0000028f 7   8            ascii   @.reloc
8    0x000004ff 0x004010ff 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
9    0x0000057f 0x0040117f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
10   0x00000666 0x00401266 7   10   .text   utf8    ^ÍF\b^ÍF blocks=Basic Latin,Latin-1 Supplement
11   0x00000678 0x00401278 6   7    .text   ascii   t\r8\bt\t
12   0x0000075b 0x0040135b 4   7    .text   utf8    ǋ؋D$ blocks=Latin Extended-B,Arabic,Basic Latin
13   0x00000793 0x00401393 4   5    .text   ascii   ^][Y
14   0x000007b4 0x004013b4 4   5    .text   ascii   ^][Y
15   0x00000804 0x00401404 4   5    .text   ascii   ^][Y
16   0x0000082e 0x0040142e 4   5    .text   ascii   ^][Y
17   0x0000085b 0x0040145b 5   7    .text   utf8    ^][YÍ blocks=Basic Latin,Latin-1 Supplement
18   0x00000865 0x00401465 5   7    .text   utf8    ^][YÍ blocks=Basic Latin,Latin-1 Supplement
19   0x0000086f 0x0040146f 4   5    .text   ascii   ^][Y
20   0x00000878 0x00401478 4   5    .text   ascii   ^][Y
21   0x000008db 0x004014db 4   5    .text   ascii   ^][Y
22   0x00000937 0x00401537 4   5    .text   ascii   ^][Y
23   0x00000bdf 0x004017df 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
24   0x00000c6f 0x0040186f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
25   0x00000d0e 0x0040190e 4   5    .text   ascii   UVW3
26   0x00000d16 0x00401916 4   5    .text   ascii   t\a@G
27   0x00000d4e 0x0040194e 6   8    .text   utf8    /_^][Å blocks=Basic Latin,Latin-1 Supplement
28   0x00000d6d 0x0040196d 5   6    .text   ascii   /_^][
29   0x00000dbe 0x004019be 6   8    .text   utf8    /_^][Å blocks=Basic Latin,Latin-1 Supplement
30   0x00000dd5 0x004019d5 5   6    .text   ascii   /_^][
31   0x00000e53 0x00401a53 4   5    .text   ascii   l$\fV
32   0x00000ead 0x00401aad 6   8    .text   utf8    _^][ËE blocks=Basic Latin,Latin-1 Supplement
33   0x00000ebf 0x00401abf 6   8    .text   utf8    _^][ËE blocks=Basic Latin,Latin-1 Supplement
34   0x00000ed1 0x00401ad1 6   8    .text   utf8    _^][ËU blocks=Basic Latin,Latin-1 Supplement
35   0x00000eea 0x00401aea 6   8    .text   utf8    _^][ËM blocks=Basic Latin,Latin-1 Supplement
36   0x00000f03 0x00401b03 5   7    .text   utf8    _^][À blocks=Basic Latin,Latin-1 Supplement
37   0x00000f2d 0x00401b2d 5   7    .text   utf8    _^][À blocks=Basic Latin,Latin-1 Supplement
38   0x00000f4a 0x00401b4a 6   8    .text   utf8    _^][Ã} blocks=Basic Latin,Latin-1 Supplement
39   0x00000f5c 0x00401b5c 5   7    .text   utf8    _^][À blocks=Basic Latin,Latin-1 Supplement
40   0x00000f71 0x00401b71 5   7    .text   utf8    _^][À blocks=Basic Latin,Latin-1 Supplement
41   0x00000f85 0x00401b85 5   7    .text   utf8    _^][À blocks=Basic Latin,Latin-1 Supplement
42   0x00000f9a 0x00401b9a 4   5    .text   ascii   _^][
43   0x00000f9f 0x00401b9f 4   5    .text   ascii   _^]3
44   0x00001049 0x00401c49 5   7    .text   utf8    ^][ÍI blocks=Basic Latin,Latin-1 Supplement
45   0x000010d7 0x00401cd7 4   6    .text   utf8    ^]YÅ blocks=Basic Latin,Latin-1 Supplement
46   0x000011b3 0x00401db3 4   6    .text   utf8    3ɉL$ blocks=Basic Latin,Latin Extended-B
47   0x00001230 0x00401e30 4   5    .text   ascii   |.A+
48   0x000012f6 0x00401ef6 4   5    .text   ascii   9_^]
49   0x00001302 0x00401f02 5   6    .text   ascii   l$\bVW
50   0x00001345 0x00401f45 4   6    .text   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
51   0x00001461 0x00402061 7   8    .text   ascii   \tD$\f\tT$
52   0x0000146f 0x0040206f 5   7    .text   utf8    rߋD$\f blocks=Basic Latin,NKo
53   0x0000147e 0x0040207e 4   6    .text   utf8    \bËD$ blocks=Basic Latin,Latin-1 Supplement
54   0x000014a7 0x004020a7 4   6    .text   utf8    ËT$\b blocks=Latin-1 Supplement,Basic Latin
55   0x00001512 0x00402112 4   5    .text   ascii   \bUVW
56   0x000017bb 0x004023bb 4   5    .text   ascii   \f0Q+
57   0x00001884 0x00402484 4   5    .text   ascii   _^[Y
58   0x00001892 0x00402492 4   6    .text   utf8    [YÍI blocks=Basic Latin,Latin-1 Supplement
59   0x000018c3 0x004024c3 5   6    .text   ascii   l$\fVW
60   0x00001931 0x00402531 6   8    .text   utf8    _^][ËQ blocks=Basic Latin,Latin-1 Supplement
61   0x0000194b 0x0040254b 5   7    .text   utf8    _^][Å blocks=Basic Latin,Latin-1 Supplement
62   0x00001964 0x00402564 6   8    .text   utf8    _^][ËX blocks=Basic Latin,Latin-1 Supplement
63   0x0000198c 0x0040258c 5   6    .text   ascii   \f_^][
64   0x000019b9 0x004025b9 4   5    .text   ascii   _^][
65   0x000019ca 0x004025ca 8   10   .text   utf8    \b_^][ËD$ blocks=Basic Latin,Latin-1 Supplement
66   0x00001b24 0x00402724 6   8    .text   utf8    ^]_[ÍI blocks=Basic Latin,Latin-1 Supplement
67   0x00001b74 0x00402774 4   5    .text   ascii   ]\fVW
68   0x00001b82 0x00402782 5   7    .text   utf8    3ɉD$\f blocks=Basic Latin,Latin Extended-B
69   0x00001b95 0x00402795 4   5    .text   ascii   L$(;
70   0x00001bd7 0x004027d7 5   6    .text   ascii   T$P9O
71   0x00001c05 0x00402805 4   5    .text   ascii   D$4P
72   0x00001c0e 0x0040280e 4   5    .text   ascii   L$0Q
73   0x00001c2b 0x0040282b 6   7    .text   ascii   ;T$,t4
74   0x00001c77 0x00402877 4   6    .text   utf8    +ωT$ blocks=Basic Latin,Greek and Coptic
75   0x00001cd2 0x004028d2 5   6    .text   ascii   D$8PQ
76   0x00001dbd 0x004029bd 4   5    .text   ascii   )t$\f
77   0x00001dd2 0x004029d2 10  12   .text   utf8    D$(3ɉL$\f9O blocks=Basic Latin,Latin Extended-B
78   0x00001ebe 0x00402abe 5   6    .text   ascii   D$\f;C
79   0x00001ef1 0x00402af1 4   5    .text   ascii   D$\f@
80   0x00001ef6 0x00402af6 5   6    .text   ascii   D$\f;C
81   0x00001f1a 0x00402b1a 5   6    .text   ascii   9X\bu\n
82   0x00001f93 0x00402b93 4   5    .text   ascii   D$ u
83   0x00001fd2 0x00402bd2 6   8    .text   utf8    rދD$ @ blocks=Basic Latin,Thaana
84   0x00001fda 0x00402bda 6   7    .text   ascii   D$ ;D$
85   0x000020c6 0x00402cc6 4   5    .text   ascii   *u&3
86   0x000021af 0x00402daf 5   7    .text   utf8    rߋE\b_ blocks=Basic Latin,NKo
87   0x000021d2 0x00402dd2 4   5    .text   ascii   \b^][
88   0x000021d8 0x00402dd8 4   6    .text   utf8    \bËA\f blocks=Basic Latin,Latin-1 Supplement
89   0x0000222b 0x00402e2b 4   5    .text   ascii   t\t9H
90   0x00002282 0x00402e82 4   5    .text   ascii   l$\bV
91   0x000023b8 0x00402fb8 4   5    .text   ascii   t'SU
92   0x000023df 0x00402fdf 4   5    .text   ascii   ][G;
93   0x00002466 0x00403066 4   5    .text   ascii   <.t\r
94   0x000024c1 0x004030c1 4   5    .text   ascii   _[^3
95   0x000024db 0x004030db 4   5    .text   ascii   _[^]
96   0x000024ef 0x004030ef 4   5    .text   ascii   _[^]
97   0x00002527 0x00403127 4   6    .text   utf8    Ł8PE blocks=Latin Extended-A,Basic Latin
98   0x000025bb 0x004031bb 4   7    .text   utf8    뫋T$  blocks=Hangul Syllables,Basic Latin
99   0x000025d7 0x004031d7 6   7    .text   ascii   D$$RPU
100  0x000025e2 0x004031e2 4   5    .text   ascii   _^[]
101  0x00002621 0x00403221 5   6    .text   ascii   L$\f+H
102  0x00002627 0x00403227 4   5    .text   ascii   QVPR
103  0x0000265f 0x0040325f 4   5    .text   ascii   \fSVW
104  0x0000271b 0x0040331b 5   6    .text   ascii   9=x2B
105  0x00002728 0x00403328 4   5    .text   ascii   h`2B
106  0x0000273d 0x0040333d 4   5    .text   ascii   h`2B
107  0x00002768 0x00403368 4   5    .text   ascii   h`2B
108  0x0000277d 0x0040337d 4   5    .text   ascii   h`2B
109  0x00002790 0x00403390 4   5    .text   ascii   UVW3
110  0x00002797 0x00403397 5   6    .text   ascii   9=x2B
111  0x000027a4 0x004033a4 4   5    .text   ascii   h`2B
112  0x000027b9 0x004033b9 4   5    .text   ascii   h`2B
113  0x000027d8 0x004033d8 4   5    .text   ascii   h`2B
114  0x00002827 0x00403427 4   5    .text   ascii   h`2B
115  0x0000287f 0x0040347f 4   5    .text   ascii   D$\fP
116  0x0000289f 0x0040349f 4   6    .text   utf8    ̡|2B blocks=Combining Diacritical Marks,Basic Latin
117  0x000028c3 0x004034c3 4   5    .text   ascii   L$\bQ
118  0x000028d2 0x004034d2 4   5    .text   ascii   T$\fR
119  0x00002943 0x00403543 4   5    .text   ascii   L$\bQ
120  0x00002952 0x00403552 4   5    .text   ascii   T$\fR
121  0x000029c3 0x004035c3 4   5    .text   ascii   L$\bQ
122  0x000029d2 0x004035d2 4   5    .text   ascii   T$\fR
123  0x00002a43 0x00403643 4   5    .text   ascii   L$\bQ
124  0x00002a52 0x00403652 4   5    .text   ascii   T$\fR
125  0x00002ad3 0x004036d3 4   5    .text   ascii   L$\bQ
126  0x00002ae2 0x004036e2 4   5    .text   ascii   T$\fR
127  0x00002b63 0x00403763 4   5    .text   ascii   L$\bQ
128  0x00002b72 0x00403772 4   5    .text   ascii   T$\fR
129  0x00002bf3 0x004037f3 4   5    .text   ascii   L$\bQ
130  0x00002c02 0x00403802 4   5    .text   ascii   T$\fR
131  0x00002c83 0x00403883 4   5    .text   ascii   L$\bQ
132  0x00002c92 0x00403892 4   5    .text   ascii   T$\fR
133  0x00002d23 0x00403923 4   5    .text   ascii   L$\bQ
134  0x00002d32 0x00403932 4   5    .text   ascii   T$\fR
135  0x00002df3 0x004039f3 4   5    .text   ascii   L$\bQ
136  0x00002e02 0x00403a02 4   5    .text   ascii   T$\fR
137  0x00002e73 0x00403a73 4   5    .text   ascii   L$\bQ
138  0x00002e82 0x00403a82 4   5    .text   ascii   T$\fR
139  0x00002ef3 0x00403af3 4   5    .text   ascii   L$\bQ
140  0x00002f02 0x00403b02 4   5    .text   ascii   T$\fR
141  0x00002f73 0x00403b73 4   5    .text   ascii   L$\bQ
142  0x00002f82 0x00403b82 4   5    .text   ascii   T$\fR
143  0x00002ff3 0x00403bf3 4   5    .text   ascii   L$\bQ
144  0x00003002 0x00403c02 4   5    .text   ascii   T$\fR
145  0x00003063 0x00403c63 4   5    .text   ascii   L$\bQ
146  0x00003072 0x00403c72 4   5    .text   ascii   T$\fR
147  0x000030d3 0x00403cd3 4   5    .text   ascii   L$\bQ
148  0x000030e2 0x00403ce2 4   5    .text   ascii   T$\fR
149  0x00003153 0x00403d53 4   5    .text   ascii   L$\bQ
150  0x00003162 0x00403d62 4   5    .text   ascii   T$\fR
151  0x000031d3 0x00403dd3 4   5    .text   ascii   L$\bQ
152  0x000031e2 0x00403de2 4   5    .text   ascii   T$\fR
153  0x00003253 0x00403e53 4   5    .text   ascii   L$\bQ
154  0x00003262 0x00403e62 4   5    .text   ascii   T$\fR
155  0x000032c3 0x00403ec3 4   5    .text   ascii   L$\bQ
156  0x000032d2 0x00403ed2 4   5    .text   ascii   T$\fR
157  0x00003343 0x00403f43 4   5    .text   ascii   L$\bQ
158  0x00003352 0x00403f52 4   5    .text   ascii   T$\fR
159  0x000033e3 0x00403fe3 4   5    .text   ascii   L$\bQ
160  0x000033f2 0x00403ff2 4   5    .text   ascii   T$\fR
161  0x00003463 0x00404063 4   5    .text   ascii   L$\bQ
162  0x00003472 0x00404072 4   5    .text   ascii   T$\fR
163  0x000034f3 0x004040f3 4   5    .text   ascii   L$\bQ
164  0x00003502 0x00404102 4   5    .text   ascii   T$\fR
165  0x00003573 0x00404173 4   5    .text   ascii   L$\bQ
166  0x00003582 0x00404182 4   5    .text   ascii   T$\fR
167  0x000035f3 0x004041f3 4   5    .text   ascii   L$\bQ
168  0x00003602 0x00404202 4   5    .text   ascii   T$\fR
169  0x00003673 0x00404273 4   5    .text   ascii   L$\bQ
170  0x00003682 0x00404282 4   5    .text   ascii   T$\fR
171  0x000036e3 0x004042e3 4   5    .text   ascii   L$\bQ
172  0x000036f2 0x004042f2 4   5    .text   ascii   T$\fR
173  0x00003753 0x00404353 4   5    .text   ascii   L$\bQ
174  0x00003762 0x00404362 4   5    .text   ascii   T$\fR
175  0x000037f3 0x004043f3 4   5    .text   ascii   L$\bQ
176  0x00003802 0x00404402 4   5    .text   ascii   T$\fR
177  0x00003873 0x00404473 4   5    .text   ascii   L$\bQ
178  0x00003882 0x00404482 4   5    .text   ascii   T$\fR
179  0x00003903 0x00404503 4   5    .text   ascii   L$\bQ
180  0x00003912 0x00404512 4   5    .text   ascii   T$\fR
181  0x00003993 0x00404593 4   5    .text   ascii   L$\bQ
182  0x000039a2 0x004045a2 4   5    .text   ascii   T$\fR
183  0x00003a23 0x00404623 4   5    .text   ascii   L$\bQ
184  0x00003a32 0x00404632 4   5    .text   ascii   T$\fR
185  0x00003ab3 0x004046b3 4   5    .text   ascii   L$\bQ
186  0x00003ac2 0x004046c2 4   5    .text   ascii   T$\fR
187  0x00003b1f 0x0040471f 4   6    .text   utf8    ̡\b3B blocks=Combining Diacritical Marks,Basic Latin
188  0x00003b43 0x00404743 4   5    .text   ascii   L$\bQ
189  0x00003b52 0x00404752 4   5    .text   ascii   T$\fR
190  0x00003baf 0x004047af 4   6    .text   utf8    ̡\f3B blocks=Combining Diacritical Marks,Basic Latin
191  0x00003bd3 0x004047d3 4   5    .text   ascii   L$\bQ
192  0x00003be2 0x004047e2 4   5    .text   ascii   T$\fR
