[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000b7 0x000000b7 6    7            ascii   iRichu
2    0x000001c0 0x000001c0 5    6            ascii   .text
3    0x000001e7 0x000001e7 7    8            ascii   `.rdata
4    0x0000020f 0x0000020f 6    7            ascii   @.data
5    0x00000238 0x00000238 6    7            ascii   .ndata
6    0x00000260 0x00000260 5    6            ascii   .rsrc
7    0x0000041a 0x0040101a 4    5    .text   ascii   \r\b7B
8    0x0000053a 0x0040113a 4    5    .text   ascii   5<p@
9    0x0000059f 0x0040119f 5    6    .text   ascii   ;5,7B
10   0x000005e1 0x004011e1 5    6    .text   ascii   ;5,7B
11   0x000005f5 0x004011f5 4    5    .text   ascii   U\bSV
12   0x00000617 0x00401217 6    7    .text   ascii   t\v9M\ft
13   0x000006a7 0x004012a7 8    9    .text   ascii    s495,7B
14   0x000006d5 0x004012d5 5    6    .text   ascii   ;5,7B
15   0x000006fa 0x004012fa 4    5    .text   ascii   =,7B
16   0x00000710 0x00401310 4    5    .text   ascii   5(7B
17   0x0000073a 0x0040133a 4    7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
18   0x00000791 0x00401391 5    7    .text   utf8    Ƌ\r07B blocks=Latin Extended-B,Basic Latin
19   0x000007c2 0x004013c2 5    7    .text   utf8    +C|$\f
20   0x00000845 0x00401445 6    7    .text   ascii   u\bWj\aY
21   0x00000872 0x00401472 5    8    .text   utf8    M܉\rȧ@ blocks=Basic Latin,Syriac,Latin Extended-B
22   0x0000096e 0x0040156e 4    5    .text   ascii   5@r@
23   0x00000975 0x00401575 4    5    .text   ascii   t\aRQ
24   0x000009c6 0x004015c6 5    6    .text   ascii   tBj\V
25   0x00000aaa 0x004016aa 5    6    .text   ascii   E\bPWh
26   0x00000b0d 0x0040170d 5    6    .text   ascii   M\bQVh
27   0x00000bc3 0x004017c3 6    7    .text   ascii   E\b9]\bu
28   0x00000bec 0x004017ec 8    9    .text   ascii   uv9]\buSh
29   0x00000c27 0x00401827 4    6    .text   utf8    Phȗ@ blocks=Basic Latin,Latin Extended-B
30   0x00000c3b 0x0040183b 5    6    .text   ascii   Ht\eVj
31   0x00000d61 0x00401961 5    6    .text   ascii   t\t9]\b
32   0x00000f1c 0x00401b1c 4    5    .text   ascii   tDH;
33   0x00000fce 0x00401bce 6    7    .text   ascii   E\bt\nj3
34   0x00000fe0 0x00401be0 4    5    .text   ascii   t\njD
35   0x00001104 0x00401d04 4    5    .text   ascii   PShr
36   0x00001131 0x00401d31 5    6    .text   ascii   jHjZW
37   0x000011be 0x00401dbe 4    5    .text   ascii   PVu\v
38   0x00001248 0x00401e48 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
39   0x00001259 0x00401e59 4    5    .text   ascii   5\fq@
40   0x000012b9 0x00401eb9 5    7    .text   utf8    ;ÉE\bt blocks=Basic Latin,Latin-1 Supplement
41   0x0000130f 0x00401f0f 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
42   0x0000138e 0x00401f8e 5    6    .text   ascii   E\bt\rV
43   0x0000139f 0x00401f9f 4    5    .text   ascii   j\bSV
44   0x000013bc 0x00401fbc 4    5    .text   ascii   t=9]
45   0x00001471 0x00402071 4    5    .text   ascii   u\aj!
46   0x0000147b 0x0040207b 7    8    .text   ascii   E\bPhts@
47   0x000014b8 0x004020b8 4    6    .text   utf8    ű\bP blocks=Basic Latin,Combining Diacritical Marks
48   0x000014e2 0x004020e2 4    5    .text   ascii   M\bPQ
49   0x0000150c 0x0040210c 4    5    .text   ascii   \bRWP
50   0x00001517 0x00402117 4    6    .text   utf8    uԋ\bP blocks=Basic Latin,Cyrillic Supplement
51   0x00001553 0x00402153 4    6    .text   utf8    ű\bP blocks=Basic Latin,Combining Diacritical Marks
52   0x000015ad 0x004021ad 4    5    .text   ascii   u\rSj
53   0x0000165e 0x0040225e 4    5    .text   ascii   t\tj"
54   0x00001670 0x00402270 4    5    .text   ascii   PSWV
55   0x000016aa 0x004022aa 4    5    .text   ascii   E\nVP
56   0x0000173f 0x0040233f 4    5    .text   ascii   M\bSQ
57   0x0000174c 0x0040234c 7    8    .text   ascii   SQSSSPW
58   0x000017f1 0x004023f1 7    8    .text   ascii   M\bVQSPW
59   0x0000180b 0x0040240b 4    5    .text   ascii   9M\bt
60   0x00001860 0x00402460 8    9    .text   ascii   M\bt\fQVPW
61   0x00001874 0x00402474 7    8    .text   ascii   M\bSQVPW
62   0x000018fd 0x004024fd 8    10   .text   utf8    M\bSQPhȗ@ blocks=Basic Latin,Latin Extended-B
63   0x0000194c 0x0040254c 4    6    .text   utf8    9]̉E blocks=Basic Latin,Combining Diacritical Marks
64   0x00001967 0x00402567 4    5    .text   ascii   t_9]
65   0x0000196f 0x0040256f 5    6    .text   ascii   }\v\rt+
66   0x00001975 0x00402575 5    6    .text   ascii   }\v\nt%
67   0x0000197f 0x0040257f 10   12   .text   utf8    >F:ÈE\vt@;u blocks=Basic Latin,Latin-1 Supplement
68   0x000019a2 0x004025a2 4    5    .text   ascii   8E\vt
69   0x00001ba5 0x004027a5 4    5    .text   ascii   5(7B
70   0x00001c1c 0x0040281c 4    5    .text   ascii   t#9]
71   0x00001c85 0x00402885 4    5    .text   ascii   t\vSS
72   0x00001e69 0x00402a69 4    5    .text   ascii   5 p@
73   0x00001ed0 0x00402ad0 4    5    .text   ascii   @_^[
74   0x00001f13 0x00402b13 5    6    .text   ascii   \vE\bPj
75   0x00001f3b 0x00402b3b 4    5    .text   ascii   #E\b]
76   0x00001fcf 0x00402bcf 4    5    .text   ascii   PjdQ
77   0x00001fe3 0x00402be3 4    5    .text   ascii   9u\bt
78   0x0000201c 0x00402c1c 7    8    .text   ascii   vX95\b7B
79   0x00002052 0x00402c52 6    7    .text   ascii   #VhB+@
80   0x00002163 0x00402d63 6    7    .text   ascii   Instu_
