[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000cf 0x000000cf 6   7            ascii   &Rich$
2    0x000001d8 0x000001d8 5   6            ascii   .text
3    0x000001ff 0x000001ff 7   8            ascii   `.rdata
4    0x00000227 0x00000227 6   7            ascii   @.data
5    0x00000250 0x00000250 6   7            ascii   .reloc
6    0x00000400 0x10001000 5   6    .text   ascii   j\bhPi
7    0x00000492 0x10001092 5   6    .text   ascii   u[9= 
8    0x00000564 0x10001164 5   6    .text   ascii   j\fhpi
9    0x000005a1 0x100011a1 5   6    .text   ascii   t\bWVS
10   0x000005da 0x100011da 5   6    .text   ascii   u WPS
11   0x00000603 0x10001203 5   6    .text   ascii   u&WVS
12   0x00000621 0x10001221 5   6    .text   ascii   t\bWVS
13   0x00000645 0x10001245 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
14   0x000007a0 0x100013a0 4   5    .text   ascii   u\bj\r
15   0x0000095f 0x1000155f 4   5    .text   ascii   u\bj\r
16   0x00000968 0x10001568 6   8    .text   utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
17   0x000009ac 0x100015ac 5   7    .text   utf8    ЉE\b^j blocks=Cyrillic,Basic Latin
18   0x000009e6 0x100015e6 4   5    .text   ascii   Wh$a
19   0x00000bda 0x100017da 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
20   0x00000c26 0x10001826 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
21   0x00000c44 0x10001844 8   9    .text   ascii   u,9E\ft'9
22   0x00000c74 0x10001874 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
23   0x00000d1c 0x1000191c 4   5    .text   ascii   ;u\fr
24   0x00000d63 0x10001963 5   6    .text   ascii   uTVWh
25   0x00000d98 0x10001998 6   8    .text   utf8    _^t\ehԘ blocks=Basic Latin,Cyrillic Supplement
26   0x00000e1b 0x10001a1b 5   9    .text   utf8    }ԉ]܉} blocks=Basic Latin,Cyrillic Supplement,Syriac
27   0x00000e66 0x10001a66 6   10   .text   utf8    ]܉]ЉE؋ blocks=Basic Latin,Syriac,Cyrillic,Arabic
28   0x00000eea 0x10001aea 4   5    .text   ascii   t\bj\b
29   0x00000f51 0x10001b51 6   7    .text   ascii   j@j ^V
30   0x00000fb7 0x10001bb7 5   6    .text   ascii   SWf9M
31   0x00000ff3 0x10001bf3 4   5    .text   ascii   j@j 
32   0x00001030 0x10001c30 4   5    .text   ascii   @ \n\n
33   0x0000107a 0x10001c7a 4   5    .text   ascii   \bu\vP
34   0x000011d3 0x10001dd3 5   8    .text   utf8    _^Ã=̘ blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks
