[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000ce 0x000000ce 7   8            ascii   Q:Richq
2    0x000000f0 0x000000f0 4   5            ascii   Q*/N
3    0x000001e0 0x000001e0 5   6            ascii   .text
4    0x00000207 0x00000207 7   8            ascii   `.rdata
5    0x0000022f 0x0000022f 6   7            ascii   @.data
6    0x00000258 0x00000258 6   7            ascii   .reloc
7    0x00000406 0x10001006 6   7    .text   ascii   H\fSVQ3
8    0x00000441 0x10001041 6   7    .text   ascii   t 9x\bt
9    0x00000485 0x10001085 4   5    .text   ascii   VWP3
10   0x00000490 0x10001090 4   5    .text   ascii   t$\f;
11   0x000004d2 0x100010d2 5   6    .text   ascii   \$\bU3
12   0x000004da 0x100010da 4   5    .text   ascii   tkVW
13   0x000004f5 0x100010f5 5   6    .text   ascii   L$ WQ
14   0x00000506 0x10001106 4   5    .text   ascii   C$VP
15   0x00000530 0x10001130 4   5    .text   ascii   S$VR
16   0x00000545 0x10001145 4   5    .text   ascii   _^][
17   0x0000066a 0x1000126a 5   7    .text   utf8    _][^3
18   0x000006cb 0x100012cb 5   7    .text   utf8    uًL$( blocks=Basic Latin,Arabic
19   0x000006d2 0x100012d2 6   7    .text   ascii   T$$_^]
20   0x000006dc 0x100012dc 8   10   .text   utf8    [ËL$(_^] blocks=Basic Latin,Latin-1 Supplement
21   0x000006f2 0x100012f2 5   6    .text   ascii   t$\bW3
22   0x000006ff 0x100012ff 5   7    .text   utf8    _^áh\f blocks=Basic Latin,Latin-1 Supplement
23   0x00000710 0x10001310 4   5    .text   ascii   \b9|$
24   0x0000080f 0x1000140f 4   6    .text   utf8    _^ËF blocks=Basic Latin,Latin-1 Supplement
25   0x00000817 0x10001417 4   5    .text   ascii   t\rWP
26   0x0000086d 0x1000146d 6   7    .text   ascii   D$%SP3
27   0x000008c1 0x100014c1 5   6    .text   ascii   Uj0SV
28   0x000008d1 0x100014d1 5   6    .text   ascii   T$4SR
29   0x0000099b 0x1000159b 4   6    .text   utf8    3\tD$
30   0x00000a07 0x10001607 4   5    .text   ascii   SVhP
31   0x00000a43 0x10001643 4   5    .text   ascii   L$(h
32   0x00000a7f 0x1000167f 4   5    .text   ascii   T$8h
33   0x00000a93 0x10001693 4   5    .text   ascii   D$Dh
34   0x00000ad3 0x100016d3 4   5    .text   ascii   T$8h
35   0x00000ae7 0x100016e7 4   5    .text   ascii   D$Dh
36   0x00000afb 0x100016fb 4   5    .text   ascii   L$Ph
37   0x00000b0f 0x1000170f 4   5    .text   ascii   T$\h
38   0x00000b26 0x10001726 4   5    .text   ascii   D$(h
39   0x00000b3a 0x1000173a 4   5    .text   ascii   L$4h
40   0x00000b4e 0x1000174e 4   5    .text   ascii   T$@h
41   0x00000b67 0x10001767 4   5    .text   ascii   D$PP
42   0x00000b76 0x10001776 4   5    .text   ascii   L$Xh
