[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x0000046b 0x0040106b 4   6    .text   utf8    Y_^ù blocks=Basic Latin,Latin-1 Supplement
8    0x000004a5 0x004010a5 4   7    .text   utf8    YùܲC blocks=Basic Latin,Latin-1 Supplement,Syriac
9    0x000005ec 0x004011ec 5   6    .text   ascii   t\vj\fV
10   0x000007d4 0x004013d4 5   6    .text   ascii   ;E\fu\a
11   0x00000901 0x00401501 4   6    .text   utf8    uԋC\b blocks=Basic Latin,Cyrillic Supplement
12   0x0000092d 0x0040152d 4   6    .text   utf8    Eк:  blocks=Basic Latin,Cyrillic
13   0x0000099c 0x0040159c 4   6    .text   utf8    CE\r4
14   0x00000a79 0x00401679 4   5    .text   ascii   wHRQ
15   0x00000c3a 0x0040183a 6   9    .text   utf8    t\vj\bV褢 blocks=Basic Latin,CJK Unified Ideographs
16   0x00000f88 0x00401b88 7   8    .text   ascii   u\b;q\fs\f
17   0x00000fa8 0x00401ba8 5   6    .text   ascii   ;p\fs\v
18   0x00001015 0x00401c15 4   5    .text   ascii   t@;M
19   0x000011c5 0x00401dc5 4   5    .text   ascii   ]\bVW
20   0x000011da 0x00401dda 4   5    .text   ascii   A\bPS
21   0x00001330 0x00401f30 6   9    .text   utf8    t\vj4V讛 blocks=Basic Latin,CJK Unified Ideographs
22   0x00001452 0x00402052 4   7    .text   utf8    QVR趮 blocks=Basic Latin,CJK Unified Ideographs
23   0x000014ff 0x004020ff 6   7    .text   ascii   }\bPRVW
24   0x00001842 0x00402442 6   9    .text   utf8    t\vjDV蜖 blocks=Basic Latin,CJK Unified Ideographs
25   0x0000190c 0x0040250c 4   5    .text   ascii   w&RQ
26   0x0000192a 0x0040252a 4   5    .text   ascii   Y_^[
27   0x0000199e 0x0040259e 5   6    .text   ascii   L$\fPV
28   0x00001b0f 0x0040270f 5   6    .text   ascii   t\vj8V
29   0x00001b5a 0x0040275a 4   5    .text   ascii   SVWj
30   0x00001b78 0x00402778 4   5    .text   ascii   D$ ,
31   0x00001bac 0x004027ac 5   6    .text   ascii   L$<QP
32   0x00001bb8 0x004027b8 4   5    .text   ascii   6;7u
