[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000b8 0x000000b8 4   5            ascii   Rich
2     0x000001d0 0x000001d0 5   6            ascii   .text
3     0x000001f7 0x000001f7 7   8            ascii   `.rdata
4     0x0000021f 0x0000021f 6   7            ascii   @.data
5     0x00000248 0x00000248 6   7            ascii   .ndata
6     0x00000270 0x00000270 5   6            ascii   .rsrc
7     0x0000053a 0x0040113a 4   5    .text   ascii   5Xp@
8     0x000005f5 0x004011f5 4   5    .text   ascii   U\bSV
9     0x00000617 0x00401217 6   7    .text   ascii   t\v9M\ft
10    0x000006a7 0x004012a7 6   7    .text   ascii    s495L
11    0x0000073a 0x0040133a 4   7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
12    0x000007ba 0x004013ba 5   7    .text   utf8    +C|$\f
13    0x000007d9 0x004013d9 4   5    .text   ascii   Qh0u
14    0x0000084a 0x0040144a 6   7    .text   ascii   u\bWj\aY
15    0x000009e8 0x004015e8 5   6    .text   ascii   tBj\V
16    0x00000a6e 0x0040166e 4   6    .text   utf8    j߉E\b blocks=Basic Latin,NKo
17    0x00000b04 0x00401704 5   6    .text   ascii   E\bPWh
18    0x00000b67 0x00401767 5   6    .text   ascii   M\bQVh
19    0x00000baa 0x004017aa 4   6    .text   utf8    ủE\b blocks=Basic Latin,Combining Diacritical Marks
20    0x00000bbb 0x004017bb 4   5    .text   ascii   Vt\bW
21    0x00000c1d 0x0040181d 6   7    .text   ascii   E\b9]\bu
22    0x00000c46 0x00401846 8   9    .text   ascii   uv9]\buSh
23    0x00000c95 0x00401895 5   6    .text   ascii   Ht\eWj
24    0x00000dbb 0x004019bb 5   6    .text   ascii   t\t9]\b
25    0x00000f76 0x00401b76 4   5    .text   ascii   tDH;
26    0x00001029 0x00401c29 4   5    .text   ascii   E\bu\v
27    0x00001166 0x00401d66 4   5    .text   ascii   PShr
28    0x00001188 0x00401d88 4   5    .text   ascii   jHjZ
29    0x00001214 0x00401e14 4   5    .text   ascii   PVu\v
30    0x000012b1 0x00401eb1 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
31    0x00001322 0x00401f22 5   7    .text   utf8    ;ÉE\bt blocks=Basic Latin,Latin-1 Supplement
32    0x0000139f 0x00401f9f 4   5    .text   ascii   E\bPh
33    0x00001406 0x00402006 5   6    .text   ascii   E\bt\rV
34    0x00001417 0x00402017 4   5    .text   ascii   j\bSV
35    0x00001435 0x00402035 4   5    .text   ascii   t=9]
36    0x000014dc 0x004020dc 4   5    .text   ascii   u\aj!
37    0x000014e6 0x004020e6 4   5    .text   ascii   E\bPh
38    0x000014f0 0x004020f0 5   6    .text   ascii   Sh(t@
39    0x0000150a 0x0040210a 5   6    .text   ascii   Rh8t@
40    0x00001520 0x00402120 4   5    .text   ascii   E\bVP
41    0x0000154b 0x0040214b 4   5    .text   ascii   M\bPQ
42    0x00001581 0x00402181 4   6    .text   utf8    uԋ\bP blocks=Basic Latin,Cyrillic Supplement
43    0x000016c6 0x004022c6 4   5    .text   ascii   t\tj"
44    0x000016d8 0x004022d8 4   5    .text   ascii   PSWV
