[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000b8 0x000000b8 4    5            ascii   Rich
2    0x000001d0 0x000001d0 5    6            ascii   .text
3    0x000001f7 0x000001f7 7    8            ascii   `.rdata
4    0x0000021f 0x0000021f 6    7            ascii   @.data
5    0x00000248 0x00000248 6    7            ascii   .ndata
6    0x00000270 0x00000270 5    6            ascii   .rsrc
7    0x0000041a 0x0040101a 4    5    .text   ascii   \r(GB
8    0x0000043a 0x0040103a 4    5    .text   ascii   54GB
9    0x00000550 0x00401150 4    5    .text   ascii   h ?B
10   0x0000059f 0x0040119f 5    6    .text   ascii   ;5lGB
11   0x000005e1 0x004011e1 5    6    .text   ascii   ;5lGB
12   0x000005f5 0x004011f5 4    5    .text   ascii   U\bSV
13   0x00000617 0x00401217 6    7    .text   ascii   t\v9M\ft
14   0x000006a7 0x004012a7 8    9    .text   ascii    s495lGB
15   0x000006d5 0x004012d5 5    6    .text   ascii   ;5lGB
16   0x000006fa 0x004012fa 4    5    .text   ascii   =lGB
17   0x00000710 0x00401310 4    5    .text   ascii   5hGB
18   0x0000073a 0x0040133a 4    7    .text   utf8    #ȋKM blocks=Basic Latin,Latin Extended-B
19   0x00000791 0x00401391 5    7    .text   utf8    Ƌ\rpGB blocks=Latin Extended-B,Basic Latin
20   0x000007c2 0x004013c2 5    7    .text   utf8    +C|$\f
21   0x000007df 0x004013df 4    5    .text   ascii   5\f?B
22   0x00000810 0x00401410 4    5    .text   ascii   \r4GB
23   0x00000845 0x00401445 6    7    .text   ascii   u\bWj\aY
24   0x00000856 0x00401456 4    7    .text   utf8    E؋U܋ blocks=Basic Latin,Arabic,Syriac
25   0x0000091f 0x0040151f 4    7    .text   utf8    UċM؉ blocks=Basic Latin,Latin Extended-A,Arabic
26   0x0000097d 0x0040157d 4    5    .text   ascii   t\aRQ
27   0x000009ce 0x004015ce 5    6    .text   ascii   tTj\V
28   0x000009de 0x004015de 5    7    .text   utf8    :ÈE\vu blocks=Basic Latin,Latin-1 Supplement
29   0x00000ac4 0x004016c4 5    6    .text   ascii   E\bPWh
30   0x00000b27 0x00401727 5    6    .text   ascii   M\bQVh
31   0x00000bdd 0x004017dd 6    7    .text   ascii   E\b9]\bu
32   0x00000c06 0x00401806 8    9    .text   ascii   uv9]\buSh
33   0x00000c55 0x00401855 5    6    .text   ascii   Ht\eVj
34   0x00000d77 0x00401977 6    9    .text   utf8    }ȉỦE\b blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
35   0x00000d95 0x00401995 5    6    .text   ascii   E\b9]\b
36   0x00000dc4 0x004019c4 4    5    .text   ascii   9]\b}
37   0x00000ea8 0x00401aa8 4    6    .text   utf8    Uĉ}\b blocks=Basic Latin,Latin Extended-A
38   0x00000f68 0x00401b68 4    5    .text   ascii   tDH;
39   0x00001022 0x00401c22 6    7    .text   ascii   E\bt\nj3
40   0x00001034 0x00401c34 4    5    .text   ascii   t\njD
41   0x00001173 0x00401d73 4    5    .text   ascii   PShr
42   0x000011aa 0x00401daa 5    6    .text   ascii   jHjZW
43   0x0000123f 0x00401e3f 4    5    .text   ascii   PVu\v
44   0x00001309 0x00401f09 4    5    .text   ascii   |\tPW
45   0x00001338 0x00401f38 5    7    .text   utf8    ;ÉE\bt blocks=Basic Latin,Latin-1 Supplement
46   0x00001368 0x00401f68 4    5    .text   ascii   QPj\t
47   0x00001392 0x00401f92 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
48   0x00001423 0x00402023 5    6    .text   ascii   E\bt\rV
49   0x00001434 0x00402034 4    5    .text   ascii   j\bSV
50   0x00001451 0x00402051 4    5    .text   ascii   t=9]
51   0x00001533 0x00402133 4    5    .text   ascii   u\aj!
52   0x0000153d 0x0040213d 4    5    .text   ascii   E\bPh
53   0x0000159d 0x0040219d 4    5    .text   ascii   E\bVP
54   0x000015d9 0x004021d9 4    6    .text   utf8    ű\bP blocks=Basic Latin,Combining Diacritical Marks
55   0x00001627 0x00402227 4    5    .text   ascii   Q\b9]
56   0x00001668 0x00402268 4    5    .text   ascii   u\rSj
57   0x00001719 0x00402319 4    5    .text   ascii   t\tj"
58   0x0000172b 0x0040232b 4    5    .text   ascii   PSWV
59   0x00001765 0x00402365 4    5    .text   ascii   E\nVP
60   0x000017fc 0x004023fc 4    6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
61   0x00001896 0x00402496 7    8    .text   ascii   M\bVQSPW
62   0x000018b0 0x004024b0 4    5    .text   ascii   9M\bt
63   0x00001909 0x00402509 8    9    .text   ascii   M\bt\fQVPW
64   0x0000191d 0x0040251d 7    8    .text   ascii   M\bSQVPW
65   0x00001a16 0x00402616 4    5    .text   ascii   t_9]
66   0x00001a1e 0x0040261e 5    6    .text   ascii   }\v\rt+
67   0x00001a24 0x00402624 5    6    .text   ascii   }\v\nt%
68   0x00001a2e 0x0040262e 10   12   .text   utf8    >F:ÈE\vt@;u blocks=Basic Latin,Latin-1 Supplement
69   0x00001a51 0x00402651 4    5    .text   ascii   8E\vt
70   0x00001c5c 0x0040285c 4    5    .text   ascii   5hGB
71   0x00001cdb 0x004028db 4    5    .text   ascii   t#9]
72   0x00001d18 0x00402918 4    5    .text   ascii   \r4GB
73   0x00001d44 0x00402944 4    5    .text   ascii   t\vSS
74   0x00001f09 0x00402b09 4    5    .text   ascii   E\b\r 
75   0x00001f32 0x00402b32 4    5    .text   ascii   #E\b]
76   0x00002098 0x00402c98 4    5    .text   ascii   =4GB
77   0x000020ee 0x00402cee 4    5    .text   ascii   PjdQ
78   0x00002102 0x00402d02 4    5    .text   ascii   9u\bt
79   0x0000213b 0x00402d3b 7    8    .text   ascii   vX95(GB
80   0x00002171 0x00402d71 6    7    .text   ascii   #Vha,@
81   0x0000217c 0x00402d7c 4    5    .text   ascii   5 GB
82   0x00002282 0x00402e82 6    7    .text   ascii   Instu_
