[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000080 0x00000080 5   6            ascii   8|)7|
2    0x0000008e 0x0000008e 7   8            ascii   Gd'uDev
3    0x00000096 0x00000096 6   7            ascii   Gd'uBe
4    0x0000009e 0x0000009e 7   8            ascii   Gd'uCen
5    0x000000a9 0x000000a9 4   5            ascii   rBeY
6    0x000000b1 0x000000b1 4   5            ascii   rCem
7    0x000000b9 0x000000b9 4   5            ascii   rDem
8    0x000000be 0x000000be 7   8            ascii   Gd'uFem
9    0x000000ce 0x000000ce 7   8            ascii   Gd'uAe}
10   0x000000d9 0x000000d9 4   5            ascii   mOev
11   0x000000e1 0x000000e1 4   5            ascii   mEe}
12   0x000000e6 0x000000e6 7   8            ascii   GdRich|
13   0x000001f8 0x000001f8 5   6            ascii   .text
14   0x0000021f 0x0000021f 7   8            ascii   `.rdata
15   0x00000247 0x00000247 6   7            ascii   @.data
16   0x00000270 0x00000270 6   7            ascii   .reloc
344  0x0000b14e 0x0040bd4e 7   8    .text   ascii   </t\n<\t
345  0x0000b1b5 0x0040bdb5 4   5    .text   ascii   SSSQ
346  0x0000b2c7 0x0040bec7 4   5    .text   ascii   t4h}
347  0x0000b344 0x0040bf44 5   6    .text   ascii   9P\bt\f
348  0x0000b395 0x0040bf95 5   6    .text   ascii   F\bVWP
349  0x0000b3b4 0x0040bfb4 7   9    .text   utf8    3\t~\f_^]
350  0x0000b3f3 0x0040bff3 7   9    .text   utf8    3\t~\f_^]
351  0x0000b424 0x0040c024 4   5    .text   ascii   ~\b9~
352  0x0000b4a0 0x0040c0a0 4   6    .text   utf8    [_^Ë blocks=Basic Latin,Latin-1 Supplement
353  0x0000b4d4 0x0040c0d4 6   7    .text   ascii   u\f9^\fu
354  0x0000b4f7 0x0040c0f7 6   7    .text   ascii   zSSSSj
355  0x0000b527 0x0040c127 8   9    .text   ascii   }\f;G\fv\fP
356  0x0000b538 0x0040c138 4   5    .text   ascii   u7SS
357  0x0000b571 0x0040c171 5   7    .text   utf8    _[^]Ë blocks=Basic Latin,Latin-1 Supplement
358  0x0000b68b 0x0040c28b 4   5    .text   ascii   Y_^[
359  0x0000b7d8 0x0040c3d8 5   6    .text   ascii   ]\bVWh
360  0x0000b7f0 0x0040c3f0 4   6    .text   utf8    3\t{\b
361  0x0000b831 0x0040c431 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
362  0x0000b9dc 0x0040c5dc 4   5    .text   ascii   IH;A
363  0x0000b9e7 0x0040c5e7 5   6    .text   ascii   SVWh 
364  0x0000bad0 0x0040c6d0 5   7    .text   utf8    j\fhȅA blocks=Basic Latin,Latin Extended-B
365  0x0000baf1 0x0040c6f1 5   6    .text   ascii   9wLt\t
366  0x0000bb11 0x0040c711 6   7    .text   ascii   ]\f;3t'
367  0x0000bb56 0x0040c756 4   7    .text   utf8    YËƋM blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
368  0x0000bb64 0x0040c764 4   5    .text   ascii   Y_^[
369  0x0000bc51 0x0040c851 6   8    .text   utf8    ~\b3\r~\f
370  0x0000bdf1 0x0040c9f1 4   5    .text   ascii   9u\fr
371  0x0000be1f 0x0040ca1f 5   6    .text   ascii   \f9u\fs
372  0x0000be3a 0x0040ca3a 5   7    .text   utf8    X_^]Ë blocks=Basic Latin,Latin-1 Supplement
373  0x0000bed6 0x0040cad6 4   5    .text   ascii   w(te
374  0x0000bedc 0x0040cadc 5   6    .text   ascii   *t`=+
375  0x0000beeb 0x0040caeb 4   5    .text   ascii   vR=1
376  0x0000bef2 0x0040caf2 4   5    .text   ascii   tK=3
377  0x0000bf21 0x0040cb21 4   6    .text   utf8    u؋M\f blocks=Basic Latin,Arabic
378  0x0000bf6b 0x0040cb6b 4   5    .text   ascii   w'tN
379  0x0000bfc6 0x0040cbc6 4   5    .text   ascii   #E$P
380  0x0000bfd3 0x0040cbd3 4   5    .text   ascii   #E P
381  0x0000bfeb 0x0040cbeb 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
382  0x0000bff6 0x0040cbf6 4   5    .text   ascii   U\bW3
383  0x0000bffb 0x0040cbfb 6   7    .text   ascii   f9:t!V
384  0x0000c01b 0x0040cc1b 4   5    .text   ascii   f9:u
385  0x0000c02c 0x0040cc2c 4   5    .text   ascii   QSVW
386  0x0000c04e 0x0040cc4e 4   5    .text   ascii   SVWW
387  0x0000c075 0x0040cc75 5   6    .text   ascii   WSVPP
388  0x0000c160 0x0040cd60 4   5    .text   ascii   9p\b|
389  0x0000c181 0x0040cd81 8   9    .text   ascii   QQSVj8j@
390  0x0000c226 0x0040ce26 5   6    .text   ascii   Y_[^]
391  0x0000c25c 0x0040ce5c 4   5    .text   ascii   Y_^[
392  0x0000c27c 0x0040ce7c 4   5    .text   ascii   9E\b|
393  0x0000c31d 0x0040cf1d 5   6    .text   ascii   xg;5`
394  0x0000c39c 0x0040cf9c 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
395  0x0000c3c5 0x0040cfc5 5   6    .text   ascii   x';\r`
396  0x0000c47d 0x0040d07d 4   5    .text   ascii   \bu\vQ
397  0x0000c4c3 0x0040d0c3 4   5    .text   ascii   SVW3
398  0x0000c575 0x0040d175 4   5    .text   ascii   j\fh(
399  0x0000c588 0x0040d188 4   6    .text   utf8    Y3ۈ] blocks=Basic Latin,Arabic
400  0x0000c5c3 0x0040d1c3 4   5    .text   ascii   Y_^[
401  0x0000c6fb 0x0040d2fb 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
402  0x0000c764 0x0040d364 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
403  0x0000c76e 0x0040d36e 4   5    .text   ascii   M\fSV
404  0x0000c773 0x0040d373 4   5    .text   ascii   u\bW3
405  0x0000c79b 0x0040d39b 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
406  0x0000c7c5 0x0040d3c5 5   6    .text   ascii   F8j\fP
407  0x0000c7d0 0x0040d3d0 5   6    .text   ascii   Fhj\fP
408  0x0000c880 0x0040d480 4   6    .text   utf8    (^]Ë blocks=Basic Latin,Latin-1 Supplement
409  0x0000c8d9 0x0040d4d9 5   6    .text   ascii   9E WW
410  0x0000c94d 0x0040d54d 5   6    .text   ascii   t1RWV
411  0x0000ca44 0x0040d644 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
412  0x0000ca5c 0x0040d65c 4   5    .text   ascii   tl=H
413  0x0000cb8a 0x0040d78a 4   5    .text   ascii   Y_^[
414  0x0000cbe5 0x0040d7e5 5   7    .text   utf8    YY^]Ë blocks=Basic Latin,Latin-1 Supplement
415  0x0000cc94 0x0040d894 4   5    .text   ascii   j\fhH
416  0x0000ccfb 0x0040d8fb 4   7    .text   utf8    YËƋM blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
417  0x0000cd09 0x0040d909 4   5    .text   ascii   Y_^[
418  0x0000cd65 0x0040d965 4   5    .text   ascii   hlOA
419  0x0000cd6a 0x0040d96a 4   5    .text   ascii   hhOA
420  0x0000cd6f 0x0040d96f 4   5    .text   ascii   hlOA
421  0x0000cdb8 0x0040d9b8 4   5    .text   ascii   QSVW
422  0x0000ce05 0x0040da05 6   7    .text   ascii   Wu5j\ah
423  0x0000ce1a 0x0040da1a 8   9    .text   ascii   t!j\ahXOA
424  0x0000ce2e 0x0040da2e 5   6    .text   ascii   t\rVVS
425  0x0000ce80 0x0040da80 4   5    .text   ascii   E\bSW
426  0x0000cef8 0x0040daf8 5   7    .text   utf8    ^_[]Ë blocks=Basic Latin,Latin-1 Supplement
427  0x0000cf67 0x0040db67 4   5    .text   ascii   h|OA
428  0x0000cfd5 0x0040dbd5 4   5    .text   ascii   %<1A
429  0x0000d014 0x0040dc14 4   5    .text   ascii   %41A
430  0x0000d029 0x0040dc29 4   5    .text   ascii   h\b=A
431  0x0000d056 0x0040dc56 4   5    .text   ascii   %81A
432  0x0000d226 0x0040de26 7   8    .text   ascii   }\b;}\ftQ
433  0x0000d245 0x0040de45 5   6    .text   ascii   \b;u\fu
434  0x0000d24b 0x0040de4b 6   7    .text   ascii   ;u\ft.;
435  0x0000d280 0x0040de80 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
436  0x0000d28c 0x0040de8c 6   7    .text   ascii   u\f9u\bt
437  0x0000d2aa 0x0040deaa 5   6    .text   ascii   \b;u\bu
438  0x0000d2f2 0x0040def2 4   5    .text   ascii   j\fhh
439  0x0000d33c 0x0040df3c 4   5    .text   ascii   Y_^[
440  0x0000d39b 0x0040df9b 4   5    .text   ascii   Y_^[
441  0x0000d40a 0x0040e00a 4   5    .text   ascii   U\b9P
442  0x0000d484 0x0040e084 6   7    .text   ascii   u\bj\b_;
443  0x0000d4fc 0x0040e0fc 4   6    .text   utf8    \b2ɈM blocks=Basic Latin,Latin Extended-B
444  0x0000d5ed 0x0040e1ed 4   5    .text   ascii   -j\b_
445  0x0000d5f5 0x0040e1f5 5   8    .text   utf8    ]؋UԉU blocks=Basic Latin,Arabic,Cyrillic Supplement
446  0x0000d63a 0x0040e23a 7   10   .text   utf8    M̉H\b3\vM blocks=Basic Latin,Combining Diacritical Marks
447  0x0000d64b 0x0040e24b 4   5    .text   ascii   Y_^[
448  0x0000d665 0x0040e265 5   7    .text   utf8    j\bhȆA blocks=Basic Latin,Latin Extended-B
449  0x0000d6dd 0x0040e2dd 4   5    .text   ascii   Y_^[
450  0x0000d752 0x0040e352 5   8    .text   utf8    E܉E؍E blocks=Basic Latin,Syriac,Arabic
451  0x0000d789 0x0040e389 4   5    .text   ascii   Y_^[
452  0x0000d848 0x0040e448 4   5    .text   ascii   M\bVW
453  0x0000d86e 0x0040e46e 5   6    .text   ascii   ~1WPQ
454  0x0000d8a3 0x0040e4a3 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
455  0x0000deca 0x0040eaca 4   5    .text   ascii   u!hp
456  0x0000df25 0x0040eb25 4   5    .text   ascii   ~);^
457  0x0000df4e 0x0040eb4e 4   5    .text   ascii   u\v;^
458  0x0000df71 0x0040eb71 5   6    .text   ascii   FVWj\t
459  0x0000e133 0x0040ed33 5   8    .text   utf8    t4+K߉ blocks=Basic Latin,NKo
460  0x0000e390 0x0040ef90 4   5    .text   ascii   v#WP
461  0x0000e49c 0x0040f09c 5   6    .text   ascii   9u\ft'
462  0x0000e4b2 0x0040f0b2 4   6    .text   utf8    ^[]Å blocks=Basic Latin,Latin-1 Supplement
463  0x0000e508 0x0040f108 4   6    .text   utf8    ɋM\bu blocks=Latin Extended-B,Basic Latin
464  0x0000e51c 0x0040f11c 4   5    .text   ascii   E\fjP
465  0x0000e556 0x0040f156 8   9    .text   ascii   PPPPPPPP
466  0x0000e5e3 0x0040f1e3 4   5    .text   ascii   9u\br
467  0x0000e603 0x0040f203 6   7    .text   ascii   J9U\bw\n
468  0x0000e677 0x0040f277 4   5    .text   ascii   9E(j
469  0x0000e70e 0x0040f30e 7   8    .text   ascii   PPPPPWS
470  0x0000e749 0x0040f349 4   5    .text   ascii   QQQP
471  0x0000e7cc 0x0040f3cc 12  13   .text   ascii   PP9E u:PPVWP
472  0x0000e888 0x0040f488 4   5    .text   ascii   ]\fVW
473  0x0000e8c0 0x0040f4c0 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
474  0x0000e8ca 0x0040f4ca 4   5    .text   ascii   SVW3
475  0x0000e910 0x0040f510 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
476  0x0000e992 0x0040f592 4   7    .text   utf8    u\tW蘹 blocks=Basic Latin,CJK Unified Ideographs
477  0x0000e9dd 0x0040f5dd 4   5    .text   ascii   j\fh\b
478  0x0000ea68 0x0040f668 4   5    .text   ascii   Y_^[
479  0x0000ea9f 0x0040f69f 5   6    .text   ascii   xE;5`
480  0x0000eb1b 0x0040f71b 4   5    .text   ascii   ?SVk
481  0x0000ec03 0x0040f803 4   7    .text   utf8    EЋ}܅ blocks=Basic Latin,Cyrillic,Syriac
482  0x0000edb0 0x0040f9b0 8   9    .text   ascii   \nu4j\rXSf
483  0x0000eee0 0x0040fae0 4   5    .text   ascii   j\r[S
484  0x0000ef16 0x0040fb16 4   5    .text   ascii   u\bWV
485  0x0000efe8 0x0040fbe8 5   6    .text   ascii   A<\nu\a
486  0x0000f0c8 0x0040fcc8 4   5    .text   ascii   j\r_f
487  0x0000f1b8 0x0040fdb8 7   8    .text   ascii   \nu\tj\rZf
488  0x0000f209 0x0040fe09 4   6    .text   utf8    tQ3ۅ blocks=Basic Latin,Arabic
489  0x0000f361 0x0040ff61 4   5    .text   ascii   Y_^[
490  0x0000f3de 0x0040ffde 5   6    .text   ascii   D:( t
491  0x0000f4c9 0x004100c9 6   11   .text   utf8    E؍u؍}䥥 blocks=Basic Latin,Arabic,CJK Unified Ideographs Extension A
492  0x0000f5e5 0x004101e5 4   5    .text   ascii   Y_^[
493  0x0000f624 0x00410224 5   7    .text   utf8    !\a3\tF
494  0x0000f62e 0x0041022e 6   8    .text   utf8    F\b_^]Ë blocks=Basic Latin,Latin-1 Supplement
495  0x0000f650 0x00410250 5   6    .text   ascii   x$;\r`
496  0x0000f68a 0x0041028a 4   5    .text   ascii   j\bhh
497  0x0000f6ef 0x004102ef 4   8    .text   utf8    ǃ࿉E\b blocks=Latin Extended-B,Tibetan,Basic Latin
498  0x0000f704 0x00410304 4   5    .text   ascii   Y_^[
499  0x0000f732 0x00410332 5   6    .text   ascii   #E\ff\v
500  0x0000f756 0x00410356 4   5    .text   ascii   -ppA
501  0x0000f768 0x00410368 4   5    .text   ascii   -ppA
502  0x0000f77a 0x0041037a 4   5    .text   ascii   -|pA
503  0x0000f8e0 0x004104e0 5   6    .text   ascii   ]\f+u\b
504  0x0000f97a 0x0041057a 8   9    .text   ascii   t\f;E\ft\a@
505  0x0000f993 0x00410593 4   5    .text   ascii   u\bWV
506  0x0000fb3b 0x0041073b 4   5    .text   ascii   Y_^[
507  0x0000fd31 0x00410931 4   5    .text   ascii   d$\bu
508  0x0000fd4d 0x0041094d 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
509  0x0000fd5b 0x0041095b 4   5    .text   ascii   <$tL
510  0x0000fd60 0x00410960 4   5    .text   ascii   D$\ff
511  0x0000fdc3 0x004109c3 4   5    .text   ascii   -`rA
512  0x0000fddb 0x004109db 5   7    .text   utf8    uŃ|$\b blocks=Basic Latin,Latin Extended-A
513  0x0000fde7 0x004109e7 4   5    .text   ascii   -\nrA
514  0x0000feea 0x00410aea 4   5    .text   ascii   |%=2
515  0x0000ff51 0x00410b51 4   5    .text   ascii   \at'\n
516  0x000100b0 0x00410cb0 4   5    .text   ascii   Y_^[
517  0x000100ef 0x00410cef 5   6    .text   ascii   xE;5`
518  0x000101ec 0x00410dec 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
519  0x000101f6 0x00410df6 5   7    .text   utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
520  0x0001028f 0x00410e8f 5   6    .text   ascii   (% qA
521  0x00010297 0x00410e97 5   6    .text   ascii   (50qA
522  0x0001034b 0x00410f4b 5   6    .text   ascii   (-@qA
523  0x0001057d 0x0041117d 4   5    .text   ascii   -\nrA
524  0x0001067f 0x0041127f 4   5    .text   ascii   \r2rA
525  0x00010852 0x00411452 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
526  0x00010892 0x00411492 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
527  0x000108d9 0x004114d9 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
528  0x000108f5 0x004114f5 4   5    .text   ascii   -`rA
529  0x00010915 0x00411515 4   5    .text   ascii   -trA
530  0x000109c7 0x004115c7 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
531  0x000109d8 0x004115d8 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
532  0x00010a11 0x00411611 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
533  0x00010b61 0x00411761 4   5    .text   ascii   etPj
534  0x00010d1c 0x0041191c 4   5    .text   ascii   QQSV
535  0x00010d25 0x00411925 4   5    .text   ascii   Vh?\e
536  0x00010d57 0x00411957 4   5    .text   ascii   w\fVS
537  0x00010d7a 0x0041197a 5   6    .text   ascii   $j\fj\b
538  0x00010db1 0x004119b1 4   5    .text   ascii   $j\fj
539  0x00010dc6 0x004119c6 4   5    .text   ascii   YY^[
540  0x00010dd4 0x004119d4 4   5    .text   ascii   E\bQQ
541  0x00010de7 0x004119e7 4   5    .text   ascii   E\bQQ
542  0x00010e04 0x00411a04 4   5    .text   ascii   \r@{A
543  0x00010eca 0x00411aca 5   6    .text   ascii   9M\fu.
544  0x00010efc 0x00411afc 6   7    .text   ascii   \9E\fuY
545  0x00010fc7 0x00411bc7 4   5    .text   ascii   j\b_Q
546  0x0001100b 0x00411c0b 5   6    .text   ascii   F\bPQW
547  0x00011034 0x00411c34 5   6    .text   ascii   >\bYYt
548  0x0001133b 0x00411f3b 4   5    .text   ascii   _t\bj
549  0x00011351 0x00411f51 5   6    .text   ascii    t\vj 
550  0x0001142c 0x0041202c 4   5    .text   ascii   \b1A\b
551  0x0001145f 0x0041205f 4   5    .text   ascii   3A\b#
552  0x000114a4 0x004120a4 5   6    .text   ascii   E\b\tX\f
553  0x0001153b 0x0041213b 5   6    .text   ascii   E\b\tX 
554  0x00011559 0x00412159 5   6    .text   ascii   E\b\tX`
555  0x0001158d 0x0041218d 5   6    .text   ascii   E\b\tX`
556  0x000115b2 0x004121b2 4   5    .text   ascii   E\bPj
557  0x0001167e 0x0041227e 5   7    .text   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
558  0x000117d8 0x004123d8 4   5    .text   ascii   [t\t\r
559  0x00011820 0x00412420 4   6    .text   utf8    0^]Ë blocks=Basic Latin,Latin-1 Supplement
560  0x0001185e 0x0041245e 4   5    .text   ascii   E\bu\a
561  0x00011866 0x00412466 5   7    .text   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
562  0x000118c9 0x004124c9 4   5    .text   ascii   E\bQQ
563  0x0001199e 0x0041259e 4   5    .text   ascii   _^[]
564  0x000119c8 0x004125c8 4   5    .text   ascii   \bSVW
565  0x00011a31 0x00412631 4   5    .text   ascii   Y_^[
566  0x00011a62 0x00412662 4   5    .text   ascii   Y_^[
567  0x00011a84 0x00412684 4   6    .text   utf8    A8PE
568  0x00011abe 0x004126be 4   5    .text   ascii   D$\f3
569  0x00011ac6 0x004126c6 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
570  0x00011b0f 0x0041270f 7   8    .text   ascii   ;T$\fw\br
571  0x00011b17 0x00412717 10  11   .text   ascii   ;D$\bv\tN+D$
572  0x00011b28 0x00412728 8   9    .text   ascii   +D$\b\eT$\f
573  0x00011b38 0x00412738 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
574  0x00011b4f 0x0041274f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
575  0x00011b58 0x00412758 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
576  0x00011b6d 0x0041276d 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
577  0x00011b77 0x00412777 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
578  0x00011b92 0x00412792 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
579  0x00011ba8 0x004127a8 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
580  0x00011bc0 0x004127c0 4   5    .text   ascii   WVU3
581  0x00011c66 0x00412866 6   7    .text   ascii   v\tN+D$
582  0x00011c86 0x00412886 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
583  0x00011d0f 0x0041290f 4   7    .text   utf8    ̃=̬A blocks=Combining Diacritical Marks,Basic Latin
584  0x00011d9d 0x0041299d 4   5    .text   ascii   z,w\e
585  0x00011e8a 0x00412a8a 5   6    .text   ascii   >@s5f
586  0x00011eef 0x00412aef 4   7    .text   utf8    ̃=̬A blocks=Combining Diacritical Marks,Basic Latin
587  0x00011f6a 0x00412b6a 5   6    .text   ascii   ?@s-f
588  0x00011faf 0x00412baf 4   7    .text   utf8    ̃=̬A blocks=Combining Diacritical Marks,Basic Latin
589  0x00012018 0x00412c18 6   8    .text   utf8    3\nD$\bS
590  0x0001204d 0x00412c4d 4   6    .text   utf8    V\v؋\n blocks=Basic Latin,Arabic
591  0x0001208c 0x00412c8c 4   5    .text   ascii   ^_[3
592  0x000120c9 0x00412cc9 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
593  0x000120d0 0x00412cd0 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
594  0x000120f2 0x00412cf2 4   5    .text   ascii   }\bww
595  0x000121ec 0x00412dec 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
596  0x0001265d 0x0041325d 4   5    .rdata  ascii   K.$t
597  0x00012a00 0x00413600 8   9    .rdata  ascii   __based(
598  0x00012a0c 0x0041360c 7   8    .rdata  ascii   __cdecl
599  0x00012a14 0x00413614 8   9    .rdata  ascii   __pascal
600  0x00012a20 0x00413620 9   10   .rdata  ascii   __stdcall
601  0x00012a2c 0x0041362c 10  11   .rdata  ascii   __thiscall
602  0x00012a38 0x00413638 10  11   .rdata  ascii   __fastcall
603  0x00012a44 0x00413644 12  13   .rdata  ascii   __vectorcall
604  0x00012a54 0x00413654 9   10   .rdata  ascii   __clrcall
605  0x00012a60 0x00413660 6   7    .rdata  ascii   __eabi
606  0x00012a68 0x00413668 9   10   .rdata  ascii   __swift_1
607  0x00012a74 0x00413674 9   10   .rdata  ascii   __swift_2
608  0x00012a80 0x00413680 7   8    .rdata  ascii   __ptr64
609  0x00012a88 0x00413688 10  11   .rdata  ascii   __restrict
610  0x00012a94 0x00413694 11  12   .rdata  ascii   __unaligned
611  0x00012aa0 0x004136a0 9   10   .rdata  ascii   restrict(
612  0x00012aac 0x004136ac 4   5    .rdata  ascii    new
613  0x00012ab4 0x004136b4 7   8    .rdata  ascii    delete
614  0x00012ad8 0x004136d8 8   9    .rdata  ascii   operator
615  0x00012b60 0x00413760 9   10   .rdata  ascii   `vftable'
616  0x00012b6c 0x0041376c 9   10   .rdata  ascii   `vbtable'
617  0x00012b78 0x00413778 7   8    .rdata  ascii   `vcall'
618  0x00012b80 0x00413780 8   9    .rdata  ascii   `typeof'
619  0x00012b8c 0x0041378c 20  21   .rdata  ascii   `local static guard'
620  0x00012ba4 0x004137a4 8   9    .rdata  ascii   `string'
621  0x00012bb0 0x004137b0 18  19   .rdata  ascii   `vbase destructor'
622  0x00012bc4 0x004137c4 28  29   .rdata  ascii   `vector deleting destructor'
623  0x00012be4 0x004137e4 29  30   .rdata  ascii   `default constructor closure'
624  0x00012c04 0x00413804 28  29   .rdata  ascii   `scalar deleting destructor'
625  0x00012c24 0x00413824 29  30   .rdata  ascii   `vector constructor iterator'
626  0x00012c44 0x00413844 28  29   .rdata  ascii   `vector destructor iterator'
627  0x00012c64 0x00413864 35  36   .rdata  ascii   `vector vbase constructor iterator'
628  0x00012c88 0x00413888 26  27   .rdata  ascii   `virtual displacement map'
629  0x00012ca4 0x004138a4 32  33   .rdata  ascii   `eh vector constructor iterator'
630  0x00012cc8 0x004138c8 31  32   .rdata  ascii   `eh vector destructor iterator'
631  0x00012ce8 0x004138e8 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
632  0x00012d10 0x00413910 26  27   .rdata  ascii   `copy constructor closure'
633  0x00012d2c 0x0041392c 15  16   .rdata  ascii   `udt returning'
634  0x00012d40 0x00413940 5   6    .rdata  ascii   `RTTI
635  0x00012d48 0x00413948 15  16   .rdata  ascii   `local vftable'
636  0x00012d58 0x00413958 35  36   .rdata  ascii   `local vftable constructor closure'
637  0x00012d7c 0x0041397c 6   7    .rdata  ascii    new[]
638  0x00012d84 0x00413984 9   10   .rdata  ascii    delete[]
639  0x00012d90 0x00413990 14  15   .rdata  ascii   `omni callsig'
640  0x00012da0 0x004139a0 26  27   .rdata  ascii   `placement delete closure'
641  0x00012dbc 0x004139bc 28  29   .rdata  ascii   `placement delete[] closure'
642  0x00012ddc 0x004139dc 37  38   .rdata  ascii   `managed vector constructor iterator'
643  0x00012e04 0x00413a04 36  37   .rdata  ascii   `managed vector destructor iterator'
644  0x00012e2c 0x00413a2c 37  38   .rdata  ascii   `eh vector copy constructor iterator'
645  0x00012e54 0x00413a54 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
646  0x00012e80 0x00413a80 26  27   .rdata  ascii   `dynamic initializer for '
647  0x00012e9c 0x00413a9c 32  33   .rdata  ascii   `dynamic atexit destructor for '
648  0x00012ec0 0x00413ac0 34  35   .rdata  ascii   `vector copy constructor iterator'
649  0x00012ee4 0x00413ae4 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
650  0x00012f10 0x00413b10 42  43   .rdata  ascii   `managed vector copy constructor iterator'
651  0x00012f3c 0x00413b3c 27  28   .rdata  ascii   `local static thread guard'
652  0x00012f58 0x00413b58 12  13   .rdata  ascii   operator "" 
653  0x00012f68 0x00413b68 17  18   .rdata  ascii   operator co_await
654  0x00012f7c 0x00413b7c 11  12   .rdata  ascii   operator<=>
655  0x00012f88 0x00413b88 17  18   .rdata  ascii    Type Descriptor'
656  0x00012f9c 0x00413b9c 27  28   .rdata  ascii    Base Class Descriptor at (
657  0x00012fb8 0x00413bb8 18  19   .rdata  ascii    Base Class Array'
658  0x00012fcc 0x00413bcc 28  29   .rdata  ascii    Class Hierarchy Descriptor'
659  0x00012fec 0x00413bec 25  26   .rdata  ascii    Complete Object Locator'
660  0x00013008 0x00413c08 21  22   .rdata  ascii   `anonymous namespace'
661  0x0001302a 0x00413c2a 30  62   .rdata  utf16le Aapi-ms-win-core-fibers-l1-1-1
662  0x00013068 0x00413c68 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
663  0x000130a4 0x00413ca4 8   18   .rdata  utf16le kernel32
664  0x000130b8 0x00413cb8 7   16   .rdata  utf16le api-ms-
665  0x000130d0 0x00413cd0 8   9    .rdata  ascii   FlsAlloc
666  0x000130e4 0x00413ce4 7   8    .rdata  ascii   FlsFree
667  0x000130f4 0x00413cf4 11  12   .rdata  ascii   FlsGetValue
668  0x00013108 0x00413d08 11  12   .rdata  ascii   FlsSetValue
669  0x0001311c 0x00413d1c 27  28   .rdata  ascii   InitializeCriticalSectionEx
670  0x000131d8 0x00413dd8 9   20   .rdata  utf16le coree.dll
671  0x000131ec 0x00413dec 14  15   .rdata  ascii   CorExitProcess
672  0x000132ac 0x00413eac 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
673  0x00013330 0x00413f30 5   24   .rdata  utf32le R\rS\rW
674  0x00013348 0x00413f48 7   32   .rdata  utf32le Y\vl\rm p
675  0x000133b4 0x00413fb4 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
676  0x00013568 0x00414168 6   7    .rdata  ascii   Sunday
677  0x00013570 0x00414170 6   7    .rdata  ascii   Monday
