[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000e8 0x000000e8 4   5            ascii   Rich
2     0x000001f0 0x000001f0 5   6            ascii   .text
3     0x00000217 0x00000217 7   8            ascii   `.rdata
4     0x0000023f 0x0000023f 6   7            ascii   @.data
5     0x00000268 0x00000268 5   6            ascii   .rsrc
6     0x0000046f 0x0040106f 5   7    .text   utf8    ̋F$S3 blocks=Combining Diacritical Marks,Basic Latin
7     0x000004ee 0x004010ee 5   6    .text   ascii   }\fPQR
8     0x00000508 0x00401108 4   5    .text   ascii   ]\bV;
9     0x0000051e 0x0040111e 4   5    .text   ascii   r$;=
10    0x00000530 0x00401130 6   7    .text   ascii   E\fRPWS
11    0x00000582 0x00401182 4   7    .text   utf8    먋E\fh blocks=Hangul Syllables,Basic Latin
12    0x000005eb 0x004011eb 4   5    .text   ascii   h(NH
13    0x000007c3 0x004013c3 5   7    .text   utf8    @3ɉF\b blocks=Basic Latin,Latin Extended-B
14    0x000009a7 0x004015a7 5   7    .text   utf8    p\b3ɉ} blocks=Basic Latin,Latin Extended-B
15    0x00000a5a 0x0040165a 4   6    .text   utf8    3\rd$
16    0x00000b2e 0x0040172e 5   8    .text   utf8    }܍uȉE blocks=Basic Latin,Syriac,Latin Extended-B
17    0x00000d49 0x00401949 7   8    .text   ascii   \a\a\b\t\n\v\f
18    0x00000dfc 0x004019fc 5   6    .text   ascii   F;w\br
19    0x00000f32 0x00401b32 4   6    .text   utf8    3ɉF\b blocks=Basic Latin,Latin Extended-B
20    0x00001015 0x00401c15 7   9    .text   utf8    D$4PǄ$8 blocks=Basic Latin,Latin Extended-B
21    0x00001047 0x00401c47 4   5    .text   ascii   T$8R
22    0x000010b5 0x00401cb5 4   5    .text   ascii   \fSVW
23    0x00001325 0x00401f25 4   5    .text   ascii   PSVW
24    0x00001360 0x00401f60 4   6    .text   utf8    }ԈE\v blocks=Basic Latin,Cyrillic Supplement
25    0x00001453 0x00402053 5   6    .text   ascii   u@8E\v
26    0x000014db 0x004020db 5   7    .text   utf8    ~33\v}
27    0x00001530 0x00402130 4   6    .text   utf8    EĬNH blocks=Basic Latin,Latin Extended-A
28    0x000015fb 0x004021fb 4   8    .text   utf8    Oy󸜇J blocks=Basic Latin,Supplementary Private Use Area-A
29    0x000016d5 0x004022d5 5   6    .text   ascii   }\b;}\f
30    0x000016f7 0x004022f7 7   8    .text   ascii   F\b9G\fs3
31    0x00001707 0x00402307 4   6    .text   utf8    3ɉG\f blocks=Basic Latin,Latin Extended-B
32    0x00001739 0x00402339 5   7    .text   utf8    tb3ۍI blocks=Basic Latin,Arabic
33    0x00001773 0x00402373 4   5    .text   ascii   ?~0f
34    0x00001797 0x00402397 5   6    .text   ascii   C;_\br
35    0x00001b17 0x00402717 4   5    .text   ascii   0|.f
36    0x00001b4f 0x0040274f 4   5    .text   ascii   ?~\ef
37    0x00001b82 0x00402782 7   9    .text   utf8    ؋G\fV9G\b blocks=Arabic,Basic Latin
38    0x00001bba 0x004027ba 4   5    .text   ascii   ?~'f
39    0x00001bdf 0x004027df 4   5    .text   ascii   G\b^[
40    0x00001c22 0x00402822 4   5    .text   ascii   G\b^[
41    0x00001c8d 0x0040288d 4   6    .text   utf8    S3ɸe blocks=Basic Latin,IPA Extensions
42    0x00001cdc 0x004028dc 6   7    .text   ascii   9Z\bv.3
43    0x00001d09 0x00402909 5   7    .text   utf8    G;x\br
44    0x00001d16 0x00402916 4   5    .text   ascii   Z\bf9
45    0x00001ef2 0x00402af2 4   5    .text   ascii   0|\nf
46    0x00001f93 0x00402b93 5   7    .text   utf8    E܋U\ff blocks=Basic Latin,Syriac
47    0x00001f9a 0x00402b9a 4   5    .text   ascii   <pF3
48    0x00001fe8 0x00402be8 4   5    .text   ascii   U\fCf
49    0x00002046 0x00402c46 4   5    .text   ascii   M\bPQ
50    0x00002093 0x00402c93 4   5    .text   ascii   M\fCf
51    0x000020bf 0x00402cbf 4   5    .text   ascii   E\fCf
52    0x000020eb 0x00402ceb 4   5    .text   ascii   E\fCf
53    0x0000211b 0x00402d1b 4   5    .text   ascii   U\fCf
54    0x000021ba 0x00402dba 4   5    .text   ascii   As\ff
55    0x000021c6 0x00402dc6 4   5    .text   ascii   zw\fP
56    0x0000225c 0x00402e5c 4   5    .text   ascii   E\fCf
57    0x00002306 0x00402f06 5   6    .text   ascii   \f9F\br
58    0x00002337 0x00402f37 4   6    .text   utf8    3ɉF\b blocks=Basic Latin,Latin Extended-B
59    0x00002483 0x00403083 4   5    .text   ascii   Zv!f
60    0x00002489 0x00403089 4   5    .text   ascii   ar#f
61    0x00002521 0x00403121 4   5    .text   ascii   _^[]
62    0x0000256d 0x0040316d 4   5    .text   ascii   _^[]
63    0x0000277e 0x0040337e 5   7    .text   utf8    F\f3ɸ\b blocks=Basic Latin,IPA Extensions
64    0x000027d5 0x004033d5 4   5    .text   ascii   S@VW
65    0x00002858 0x00403458 4   5    .text   ascii   T$lR
66    0x0000285d 0x0040345d 5   6    .text   ascii   D$tPh
67    0x00002886 0x00403486 4   5    .text   ascii   L$pQ
68    0x0000289b 0x0040349b 4   5    .text   ascii   D$dP
