[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e0 0x000000e0 5   6            ascii   Rich+
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   `.rdata
4    0x00000237 0x00000237 6   7            ascii   @.data
5    0x00000260 0x00000260 5   6            ascii   .rsrc
6    0x0000040a 0x0040100a 5   6    .text   ascii   9]\brj
7    0x00000440 0x00401040 4   5    .text   ascii   )]\bA
8    0x000004f8 0x004010f8 5   6    .text   ascii   <\ru\a3
9    0x0000058d 0x0040118d 4   5    .text   ascii   t\t9M
10   0x000005d9 0x004011d9 4   5    .text   ascii   =Yt+
11   0x0000065d 0x0040125d 5   6    .text   ascii   @XvT2
12   0x0000069d 0x0040129d 5   6    .text   ascii   HSVWj
13   0x000008eb 0x004014eb 4   5    .text   ascii   QZ^&
14   0x00000aed 0x004016ed 4   7    .text   utf8    M͌1p blocks=Basic Latin,Combining Diacritical Marks
15   0x00000baa 0x004017aa 4   5    .text   ascii   \aD")
16   0x00000c30 0x00401830 4   7    .text   utf8    }ʹ7} blocks=Basic Latin,Greek and Coptic
17   0x00000d05 0x00401905 4   6    .text   utf8    E܉YL blocks=Basic Latin,Syriac
18   0x00000d38 0x00401938 4   5    .text   ascii   NDSW
19   0x00000d56 0x00401956 4   5    .text   ascii   FHj@
20   0x00000d60 0x00401960 4   5    .text   ascii   NH[+
21   0x00000de1 0x004019e1 5   6    .text   ascii   ~Dj\bZ
22   0x00000dff 0x004019ff 4   5    .text   ascii   jxX+
23   0x00000e11 0x00401a11 4   5    .text   ascii   Pj\bX
24   0x00000e84 0x00401a84 6   7    .text   ascii   D>\PhT
25   0x00000feb 0x00401beb 4   5    .text   ascii   9U\br
26   0x00000ffc 0x00401bfc 4   5    .text   ascii   ;M\bv
27   0x00001041 0x00401c41 4   5    .text   ascii   ;E\fs
28   0x0000106e 0x00401c6e 5   6    .text   ascii   ]\fPS+
29   0x0000109b 0x00401c9b 5   6    .text   ascii   E\fSVW
30   0x0000122f 0x00401e2f 4   5    .text   ascii   E\b@j
31   0x000012ce 0x00401ece 4   5    .text   ascii   u\fWj
32   0x000013e8 0x00401fe8 5   6    .text   ascii   u\fWQP
33   0x00001549 0x00402149 4   6    .text   utf8    i9y7
34   0x000015ba 0x004021ba 4   6    .text   utf8    3؋E\b blocks=Basic Latin,Arabic
35   0x000015fa 0x004021fa 7   8    .text   ascii   E\bSVWj!
36   0x00001628 0x00402228 5   6    .text   ascii   |\tj\bY
37   0x000016f3 0x004022f3 4   5    .text   ascii   \u\a3
38   0x0000171b 0x0040231b 5   6    .text   ascii   Y9}\bt
39   0x00001746 0x00402346 4   5    .text   ascii   9}\bt
40   0x00001875 0x00402475 7   8    .text   ascii   PSVhJ+@
41   0x000018ce 0x004024ce 4   5    .text   ascii   L$(3
42   0x000018de 0x004024de 5   6    .text   ascii   A@;D$
43   0x00001933 0x00402533 5   7    .text   utf8    NpPƄ$ blocks=Basic Latin,Latin Extended-B
44   0x00001975 0x00402575 6   7    .text   ascii   D$ 9^h
45   0x0000198d 0x0040258d 5   7    .text   utf8    L$XǄ$ blocks=Basic Latin,Latin Extended-B
46   0x000019a4 0x004025a4 4   5    .text   ascii   D$xP
47   0x000019b5 0x004025b5 4   6    .text   utf8    NTƄ$ blocks=Basic Latin,Latin Extended-B
48   0x000019d3 0x004025d3 4   5    .text   ascii   L$(P
49   0x00001a52 0x00402652 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
50   0x00001a6d 0x0040266d 4   5    .text   ascii   PSVh
51   0x00001a8a 0x0040268a 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
52   0x00001aa5 0x004026a5 7   8    .text   ascii   PSVhO,@
53   0x00001ac2 0x004026c2 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
54   0x00001add 0x004026dd 7   8    .text   ascii   PSVhV-@
55   0x00001afa 0x004026fa 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
56   0x00001b15 0x00402715 4   5    .text   ascii   PSVh
57   0x00001b32 0x00402732 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
58   0x00001b4d 0x0040274d 4   5    .text   ascii   PSVh
59   0x00001b6a 0x0040276a 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
60   0x00001b85 0x00402785 7   8    .text   ascii   PSVh\r2@
61   0x00001b9f 0x0040279f 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
62   0x00001bba 0x004027ba 7   8    .text   ascii   PSVhw1@
63   0x00001bc3 0x004027c3 4   6    .text   utf8    :hĄC blocks=Basic Latin,Latin Extended-A
64   0x00001bd4 0x004027d4 5   7    .text   utf8    ̉d$8P blocks=Combining Diacritical Marks,Basic Latin
65   0x00001be6 0x004027e6 5   7    .text   utf8     :ÍD$ blocks=Basic Latin,Latin-1 Supplement
66   0x00001bed 0x004027ed 6   7    .text   ascii   PSVt\ah
67   0x00001c3c 0x0040283c 4   5    .text   ascii   Y_^[
68   0x00001d4a 0x0040294a 4   5    .text   ascii   YSVP
69   0x00001e6f 0x00402a6f 5   7    .text   utf8    EԍN8P blocks=Basic Latin,Cyrillic Supplement
70   0x00001f76 0x00402b76 4   6    .text   utf8    ̉e\bP blocks=Combining Diacritical Marks,Basic Latin
71   0x00001fe4 0x00402be4 4   5    .text   ascii   QVW3
72   0x00001ff7 0x00402bf7 4   5    .text   ascii   u\bY9
73   0x00002048 0x00402c48 4   5    .text   ascii   _^Y]
74   0x00002052 0x00402c52 4   5    .text   ascii   SVW3
75   0x00002065 0x00402c65 4   5    .text   ascii   }\bY9
76   0x00002111 0x00402d11 4   5    .text   ascii   _^[]
77   0x0000212a 0x00402d2a 4   5    .text   ascii   }\bYY
78   0x0000215c 0x00402d5c 4   5    .text   ascii   SVW3
79   0x000021eb 0x00402deb 4   6    .text   utf8    ;ÉE\b blocks=Basic Latin,Latin-1 Supplement
80   0x00002472 0x00403072 6   7    .text   ascii   Ht\vHHt
81   0x00002488 0x00403088 11  12   .text   ascii   C@Ht4Ht*HHt
82   0x0000249b 0x0040309b 5   6    .text   ascii   \bt\ah 
83   0x000024cc 0x004030cc 5   6    .text   ascii   9sXtL
84   0x0000257a 0x0040317a 4   5    .text   ascii   SVW3
85   0x00002606 0x00403206 4   5    .text   ascii   _^[]
86   0x00002629 0x00403229 4   5    .text   ascii   }\bY9
87   0x000026cc 0x004032cc 4   5    .text   ascii   SVW3
88   0x000026df 0x004032df 4   5    .text   ascii   }\bY9
89   0x00002764 0x00403364 4   5    .text   ascii   _^[]
90   0x000027e8 0x004033e8 4   5    .text   ascii   j\n^3
91   0x00002836 0x00403436 4   5    .text   ascii   G\bSP
92   0x0000287a 0x0040347a 5   8    .text   utf8    3\vM\vU
93   0x00002896 0x00403496 4   7    .text   utf8    U؋E̋ blocks=Basic Latin,Arabic,Combining Diacritical Marks
94   0x00002902 0x00403502 4   5    .text   ascii   FY;u
95   0x00002943 0x00403543 4   5    .text   ascii   w\e9F
96   0x000029c4 0x004035c4 4   5    .text   ascii   ]\fVW
97   0x00002a53 0x00403653 4   5    .text   ascii   _^[]
98   0x00002a85 0x00403685 5   7    .text   utf8    EȋE\f3 blocks=Basic Latin,Latin Extended-B
